Course,Instructor1Name,Workload,Accessibility,Delivery,Difficulty,Cnt
CBMF4761,"PE'ER, ITSIK",3.651096614227626,3.3226925312181277,3.073207756384026,3.033185349033962,428
COMS4111,Donald F Ferguson,4.366546110910733,4.552926106592421,3.6109295985767123,4.565765593815006,474
COMS4111,"WU, EUGENE",4.431690054995681,4.441173186748026,3.242992579964442,3.74224389075417,413
COMS4111,"BILIRIS, ALEXANDROS",4.776559798933568,4.03504404401766,4.470619708724733,4.302560082031816,332
COMS4112,"ROSS, KENNETH A",3.17823476720461,3.469162027742624,4.9200674321057996,4.030742452463208,240
COMS4113,"GEAMBASU, ROXANA",3.7850710758150266,4.977789300025052,3.4758943457051226,4.447051693307867,321
COMS4115,"GU, RONGHUI",3.0088500580152777,4.712270312143413,4.738062846264404,3.9449582255082194,230
COMS4118,"LEE, JAE W",4.714584539486928,4.136149009136715,4.098495994451659,4.553445340047905,223
COMS4170,"CHILTON, LYDIA",3.4096040367576026,3.9292699698266498,3.690572950591615,4.84605423410002,319
COMS4172,"FEINER, STEVEN K",3.3196386597567002,3.1025799379575973,4.270240589292701,4.249120039409124,254
COMS4182,"BELLOVIN, STEVEN M",4.5051488268990525,3.2425050752151763,3.9045040284174477,4.625071626506514,383
COMS4232,"ANDONI, ALEXANDR",3.94963993864116,4.677565613582576,3.0736108984169874,4.453025499547836,384
COMS4236,"SERVEDIO, ROCCO",4.7547349153541605,3.9472070513288173,3.5869189329093594,3.2114932105531437,398
COMS4261,"MALKIN, TAL",3.9249175987848384,4.365385451640607,4.156738349463692,3.777629377182582,225
COMS4701,"DEAR, TONY B",4.327707364948285,4.332367986319822,3.481696429967033,3.154713576122223,430
COMS4705,"YU, ZHOU",4.917677435017333,3.0220979721262182,4.465811443455076,3.3429125789814798,218
COMS4705,"BENAJIBA, YASSINE",3.1496127092388058,3.28595679208575,4.338475537309298,4.209064869164008,334
COMS4721,"HSU, DANIEL",3.4878531937678607,4.537788918220938,4.604451668699914,3.3752567263819193,291
COMS4732,"VONDRICK, CARL",4.600599174810477,4.020141846461695,3.6325342198176607,3.2571739241127027,410
COMS4733,"SONG, SHURAN",3.091017888085826,4.996241318168419,4.803652094133321,3.8962717738522845,259
COMS4762,"KNOWLES, DAVID A",3.815406780602408,4.487910256092296,3.540582283353851,4.934927172016044,375
COMS4771,"VERMA, NAKUL",4.601213143565179,4.096681334234949,4.52149732009721,3.316623750830005,427
COMS4995,"BAUER, DANIEL",3.6007721189631754,4.345766047244727,3.096636236242124,3.251829839708726,259
COMS4995,"PE'ER, ITSIK",3.17988900440531,3.745099878399259,3.836065246800368,3.1196473964117244,250
COMS4995,"BAREINBOIM, ELIAS",3.56805232642884,3.7720570483007743,4.0358435372767945,4.092046389022325,477
COMS4995,"BLUMBERG, ANDREW J",4.360970037601077,4.61945472860341,4.8018491474090865,4.805718324725364,323
COMS4995,"STROUSTRUP, BJARNE",4.766064266093883,3.2682416293115715,4.979137893583103,4.216832755106941,343
COMS4995,"CHAINTREAU, AUGUSTIN",4.223960421089904,4.635134460372834,4.449308525186606,3.493515398775309,408
COMS4995,"MORRISON, JOHN R",4.8109597100426855,3.455480785002272,3.2612081313790933,3.040411587230939,292
COMS4995,"PAPADIMITRIOU, CHRISTOS H",3.5128472594597735,4.390524696354893,3.2591088571142377,3.9528273668472593,227
COMS4995,"SWINEHART, CHRISTIAN",4.459486888222669,4.856187543746084,3.9580504296979697,3.6611545881396026,385
COMS4995,"DRORI, IDDO",3.2704366371124234,3.818923176814967,4.996671611725927,3.5874762687445365,339
COMS4995,"LEVINE, MICHELLE F",4.946838901324651,3.3011045905777956,4.576412298290674,3.6509239102777378,283
COMS4995,"LIM, YONGWHAN",3.3330693549938033,4.758537705097672,4.220399163463919,4.4690185248866605,342
COMS4995,"PAPPU, VIJAY",4.984098517442899,4.261667996545733,4.247573520671578,3.405514306132434,472
COMS6111,"GRAVANO, LUIS",3.426637138186594,3.5461871483680905,3.7166778463402275,3.5517777690497083,448
COMS6156,"KAISER, GAIL E",3.257565039728051,4.369261833038702,3.40731036110287,3.5060929532617724,387
COMS6178,"SMITH, BRIAN A",4.069055961069278,3.4307134367920593,4.271460276223989,3.2415172138978643,226
COMS6424,"SETHUMADHAVAN, SIMHA",3.860285834894145,4.068728483647861,3.2376700843237636,4.319444855797154,401
COMS6998,"SAHU, SAMBIT",4.297503891467967,3.4060242759123467,4.39123488670247,4.267244068826921,384
COMS6998,"HIRSCHBERG, JULIA",3.2506524031239676,3.8433339849548647,4.893383679700542,3.301925907248589,249
COMS6998,"RAY, BAISHAKHI",4.954777846401946,4.908790706268329,4.230983051706122,3.294981898177727,207
COMS6998,"BEIGI, HOMAYOON S",3.1330752093615812,3.407550153276004,4.999992141155751,3.88153036400619,400
COMS6998,"PITASSI, TONIANN",4.452742855930027,4.208101609406961,3.6135578097667267,4.936757052370597,269
COMS6998,"ZEMEL, RICHARD",3.944506782977527,3.6012417237395393,4.466553198363529,4.450794798714928,476
COMS6998,"YUEN, HENRY",3.945216310730177,4.714668091359556,3.0828359431154633,4.279913111060267,373
COMS6998,"BELHUMEUR, PETER",3.2391052160154663,4.725595624003158,4.358104262025723,3.123172979571245,289
COMS6998,"DUBE, PARIJAT",4.548219047894236,4.109536962691088,3.9935084609094122,4.411977000551482,383
COMS6998,"KUCUKELBIR, ALP",4.42923210199966,3.5242557892304487,3.3155205373676306,3.5017134891101867,203
COMS6998,"HALL-KRISHNAMURTHY, AKSHAY",4.2408987526363315,4.215616337452815,3.458932255633676,4.181849682861712,244
COMS6998,"HORESH, LIOR",3.0135413319722977,4.340745048286447,4.870176068671246,3.9880201009848806,397
CSEE4119,"ZUSSMAN, GIL",4.031053029888404,4.886546915263742,3.4681507572559083,3.0584459930891192,429
CSEE4119,"SCHULZRINNE, HENNING G",4.059070732002215,4.3083499826812135,3.210393421247055,3.2504928178213044,493
CSEE4121,"SAHU, SAMBIT",4.807177553479177,3.136133624768324,3.5143800325150654,4.796910028677386,329
CSEE4121,"CIDON, ASAF",3.1577524338053564,4.289838642263334,4.968884857067565,4.744317192274871,463
CSEE4840,"EDWARDS, STEPHEN A",3.793982923579229,4.368832018134837,3.8064709413587288,3.3554149543819056,388
CSEE6180,"MISRA, VISHAL",3.618444411815619,3.149341963562228,3.825716510473632,3.958951639766438,224
CSEE6868,"CARLONI, LUCA",4.750600898174779,3.329312281614482,3.0555522792001915,3.2523455199062563,274
CSOR4231,"DRINEA, ELENI",4.095299099336711,3.909014637346373,4.922106260526255,3.1117695033125132,240
CSOR4231,"CHEN, XI",3.5292377739095495,3.5621964040992133,4.993511049391968,3.078742180671749,365
ECBM4070,"LAZAR, AUREL A",3.398368227132189,3.0901539649983683,3.2189172777255157,4.5909600818217875,245
EECS6321,"SEOK, MINGOO",4.709548251495718,4.5850102237153205,4.075591931158888,3.2020382959192153,461
EECS6691,"KOSTIC, ZORAN",4.287706795930761,4.004429938833169,4.32951250917554,3.6090544187193423,309
EECS6692,"KOSTIC, ZORAN",4.889213672856133,4.552994671010174,3.8573965167823543,3.6273547625010134,322
EECS6699,"JELENKOVIC, PREDRAG R",3.044246440614617,4.494773652739308,4.241805313495951,4.206634118443926,296
EECS6892,"GHADERI, JAVAD",3.6152303168975104,4.240455711319881,3.354458628222398,4.5774054180656965,330
EECS6895,"LIN, CHING-YUNG",4.466754369962716,4.3074077608134855,4.938372693804815,4.918770107241363,390
EECS9601,"PAISLEY, JOHN W",4.157703996658125,4.211410524971326,3.657839737807484,3.6434674621827536,294
EEME6602,"ANDERSON, JAMES",3.1345549009419953,4.189432872930674,3.3694577870262035,4.091604548316414,233
ELEN4314,"VALLANCOURT, DAVID G",4.761031319411046,4.499158921188949,4.327497414115685,3.5740293850691667,438
ELEN4702,"ASHIKHMIN, ALEXEI",3.980245909555385,4.575348819311759,4.609355832167442,4.095327501375698,476
ELEN4815,"KALET, IRVING",4.349739285221087,3.136305918932114,4.366273720653776,3.884182631417784,335
ELEN4830,"HENDON, CHRISTINE P",4.52794514006235,3.4436832311406933,4.179052488718521,3.4540510913199345,238
ELEN4902,"OMIDIORA, MICHAEL",3.1080755881418365,3.7537213164626824,3.809472169760495,3.0516100321282758,460
ELEN6312,"KRISHNASWAMY, HARISH",3.1195790315114786,3.014421086628738,3.0128848549702187,3.6302869570019114,365
ELEN6316,"DICKSON, TIMOTHY",4.380454460283469,4.8610767042756144,3.625003552035089,4.198418820527388,461
ELEN6318,"BAEYENS, YVES",3.7032250607992685,4.53344558494013,3.6278655687508605,4.8794834025332365,457
ELEN6331,"WANG, WEN I",3.2418663609572205,4.568674944762824,4.666672301388729,4.254920361965813,351
ELEN6350,"KINGET, PETER",3.770495811150947,4.1339708841637615,3.377441631941185,3.664096255575916,390
ELEN6412,"MENG, XIANG",4.961801131447885,3.5128429557564393,4.026093481827843,4.376272252260525,496
ELEN6414,"LIPSON, MICHAL",4.431878513356222,4.050058177640051,3.437585869182058,3.9535660510944295,280
ELEN6767,"MITRA, DEBASIS",4.5544855433625,3.866294800534223,4.270525380968946,4.83737279422607,280
ELEN6771,"CALIN, DORU",4.232179025941984,4.703002960757692,3.858504894972457,3.296740862003536,290
ELEN6876,"WRIGHT, JOHN",3.0123138010843427,4.389226825928363,3.7194850168998714,3.8591986499518054,355
ELEN6883,"LI, CHONG",4.781641898197764,4.150475262553603,3.0068688517472952,3.2918729759150613,328
ELEN6889,"TURAGA, DEEPAK S",4.314687055804668,3.776216793287465,3.0036977307973145,3.9061961518304678,259
ELEN6901,"SURESH, SINDHU",3.6072268424791174,4.792295398324127,4.4403539557710685,3.4375780313832225,206
ELEN6904,"HAQUE, TANBIR",4.776599450231843,3.3112684378953654,4.453010265901531,4.502994330515979,347
ELEN6908,"JIANG, XIAOFAN",4.307544393420355,3.262563679826538,3.2186569452334806,4.950035518936427,459
ELEN6909,"PREINDL, MATTHIAS",4.435623028353123,3.180004007345733,3.2118249859268335,3.6216810640223303,379
ELEN6945,"KHODAGHOLY ARAGHY, DION",3.4467254953924007,4.827604975237812,3.3010833129150083,3.0129545744284734,214
COMS4705,"BAUER, DANIEL",4.031920272065658,3.443711533636383,3.4281195859895295,4.875709727084715,323
COMS4995,"CREAMER, GERMAN G",3.8024643752537735,4.855528652410668,3.166302400414976,4.376048786668811,229
COMS4995,"LEE, JAE W",4.393865259753587,3.8809300359025842,3.623774851629704,3.22692759000988,230
COMS4995,"BOROWSKI, BRIAN",3.1566144752978538,3.6598329959891087,3.2938583106500046,4.022919932091042,344
CSOR4231,"ANDONI, ALEXANDR",3.579405526070542,4.6872986561242245,4.906415015726871,3.769431964055149,478
BMEB4020,"LAZAR, AUREL A",3.9087543062764647,3.1101753533626493,4.328365764209605,3.0702436094541214,304
COMS4111,"GRAVANO, LUIS",3.7272052020356377,3.200000747205185,4.797378366155537,3.6805989604715963,360
COMS4111,"FERGUSON, DONALD F",4.454082294949452,4.584998716202238,4.7298257255158624,4.916376039596059,244
COMS4118,"NIEH, JASON",4.870299147966539,3.233469077683659,4.296251818812854,3.7113978503522413,341
COMS4152,"YANG, JUNFENG",3.1233999399060126,3.876368312409158,4.785729244719695,4.451240785100923,371
COMS4156,"KAISER, GAIL E",4.0890181245278985,4.323800946355522,3.661093583153712,4.062292775772688,396
COMS4160,"FADAIFARD, HADI",3.1377660254065303,4.878610077262295,3.971847328736744,4.784933399556974,395
COMS4170,"SMITH, BRIAN A",4.090262973252393,3.109789109397707,4.300413509481463,3.416431178483219,473
COMS4181,"JANA, SUMAN",3.003705981245953,3.9106797926802104,3.0046144390428537,4.55681441861637,481
COMS4186,"SIKORSKI, MICHAEL S",4.163123377613398,4.463920841475048,4.991948199989147,4.941768750727107,245
COMS4236,"CHEN, XI",4.196693689084061,4.028682036822161,3.9372799317448095,4.618358673326427,410
COMS4252,"SERVEDIO, ROCCO",3.8008262477762416,3.1600616637912253,3.1474792207499247,3.2268680576385282,315
COMS4281,"YUEN, HENRY",3.1183806182335143,3.8753037082614252,3.1054628873456487,4.4565287623979835,271
COMS4419,"SCHULZRINNE, HENNING G",4.55592333008996,3.399431362725659,4.833655598494805,3.7396953236144306,395
COMS4444,"ROSS, KENNETH A",4.555354392956729,3.7265313712291697,4.649910337022723,3.2785728624429025,236
COMS4460,"REINISCH, WILLIAM",3.016741640709366,4.695294050933608,4.153656889407249,3.6502537813803615,373
COMS4701,"SALLEB-AOUISSI, ANSAF",4.406178397616285,4.547967655859637,4.595394590395918,3.0528304700923963,285
COMS4731,"NAYAR, SHREE K",3.122357277249964,4.908147173401023,4.721196086575873,3.382065299459703,260
COMS4774,"VERMA, NAKUL",4.05815421896406,3.280571674148208,4.421986969479184,4.455342004935229,490
COMS4775,"BAREINBOIM, ELIAS",3.7916343483143145,3.91045574641043,4.763590936568789,3.6275248052450575,458
COMS4995,"GORDON, JOSHUA B",4.255830344244789,4.515625228285936,3.836935768581531,4.3389383808897435,236
COMS4995,"BLAER, PAUL S",4.911180656495722,4.784858585440857,4.872870479091742,4.137874299644746,431
COMS4995,"EDWARDS, STEPHEN A",4.023371080919984,3.5852577635274407,3.493484470774712,3.404525862257535,500
COMS4995,"ZEMEL, RICHARD",4.29839520463511,3.3099603189921947,4.418570422787413,4.346906710848102,298
COMS4995,"PITASSI, TONIANN",3.7111032201724043,4.460909373022782,3.8976842385794788,3.6776715285208668,276
COMS4995,"BELHUMEUR, PETER",4.758347273370118,4.851539612888201,3.1807400897763967,3.0128406956548845,228
COMS4995,"GIBSON, BRYAN",4.678996156107983,4.800245757033766,4.564236920154537,4.259682412786482,422
COMS4995,"BEIGI, HOMAYOON S",3.821593320951569,3.371671004433977,4.4876222267001005,4.361503424293619,215
COMS4995,"AGARWAL, APOORV",3.1284590459962542,4.108440561373514,4.626758364439909,4.1367099800316085,418
COMS6118,"NIEH, JASON",3.700422249720096,3.921652213658017,4.090189127223704,3.0061855606545302,442
COMS6156,"FERGUSON, DONALD F",3.7535674071487195,4.022415456593227,3.2685316589709954,3.738997003471577,449
COMS6184,"BELLOVIN, STEVEN M",3.2553538488909735,4.13843381348509,4.4693409896171525,4.928953729512276,218
COMS6185,"STOLFO, SALVATORE J",4.866610372614817,4.539946167913507,4.723487860693233,4.455923216666448,350
COMS6998,"SONG, SHURAN",3.158752173342672,4.866015444036117,4.296526570764732,4.674500272301023,463
COMS6998,"CHILTON, LYDIA",4.040508285886252,3.2121842967451526,3.909011280825958,3.142695851259129,200
COMS6998,"YU, ZHOU",4.195027009065331,4.07756486341858,4.685127835370883,3.0362078610821044,329
COMS6998,"VONDRICK, CARL",4.62246924139125,3.1549947449356894,3.9847457649274696,4.984850521123268,333
COMS6998,"MISRA, VISHAL",4.066322758590723,3.6121800040468806,3.364248958960153,4.272669846271287,313
COMS6998,"YANG, JUNFENG",3.106071150690089,4.7320496013327285,4.6985829679406566,3.692985281132523,405
COMS6998,"ALMAN, JOSHUA H",4.516144763176414,4.444817629021375,3.3535220796692453,3.140528773447518,250
COMS6998,"MCKEOWN, KATHLEEN",4.150627743541039,4.867540844760219,4.975843696629007,4.926225929371753,229
COMS6998,"CHAINTREAU, AUGUSTIN",4.302594536946447,4.20690644104621,3.053651987211489,3.570712984262032,306
COMS6998,"STROUSTRUP, BJARNE",3.3225929372603162,4.457792323714007,4.141088692359055,3.3737181691179696,221
CSEE4119,"KATZ-BASSETT, ETHAN",4.749084749860792,4.865273515675769,3.151080029364136,3.191378618001311,360
CSEE4823,"ZIEGLER, MATTHEW M",3.943809176689169,3.1345979656877434,4.438815121273887,3.2260837283492143,360
CSEE4868,"CARLONI, LUCA",3.634046353552566,3.1880206118837564,4.280627876112278,3.0822214122433205,238
CSEE6863,"THEOBALD, MICHAEL",4.682768495214177,4.699015261930365,3.0147680321736923,4.645205484825917,330
CSOR4231,"YANNAKAKIS, MIHALIS",4.37426134994849,3.2453857711649103,3.1813706669498414,3.468371486109623,357
CSOR4231,"PAPADIMITRIOU, CHRISTOS H",4.08693956740493,4.272133804073919,4.570074739772177,3.027826165830609,493
CSOR4231,"ZHANG, YIHAO",3.7301839450769476,4.109271124053048,3.0771674226861947,3.681777563434382,301
CSOR4246,"DRINEA, ELENI",4.777030361230791,3.963304255855257,3.6917397293858825,4.094985540540469,270
ECBM4040,"KOSTIC, ZORAN",3.062607257975401,3.735399092137996,4.634196448500072,4.335698511292082,456
ECBM4060,"CHENG, WEI-YI",3.0195893845980706,4.008831179964023,3.2252225591575137,3.0829797445562312,363
EEBM6091,"KHODAGHOLY ARAGHY, DION",4.264822596318181,3.8995969244521813,3.273197250499742,3.612330503454872,313
EECS4321,"SHEPARD, KENNETH",3.290887939700657,3.44871717925062,4.290739027749334,4.676856057813109,206
EECS4750,"KOSTIC, ZORAN",4.938608054396208,3.9133002857859247,4.137455129160491,4.431319955371749,200
EECS4764,"JIANG, XIAOFAN",4.451274417779295,3.7679253270758997,3.0311444503196574,3.586161876341758,243
EECS6690,"JELENKOVIC, PREDRAG R",3.480217695884191,4.653578744329728,4.747566761257455,3.306776996122225,455
EECS6893,"LIN, CHING-YUNG",3.1802452492618696,3.3647471530711828,3.4351122041685582,4.440921228545412,200
EECS6896,"ASHIKHMIN, ALEXEI",4.328939986216185,3.670369216983493,3.607059923462579,3.871190774371506,391
EECS6897,"CIDON, ASAF",4.970276318424153,4.896717066504525,3.766148939486173,3.0461536753442315,368
EEOR4650,"ANDERSON, JAMES",4.868367345860077,3.354874546839576,4.279468093782306,4.238672421670293,270
ELEN4106,"KHODAGHOLY ARAGHY, DION",4.26328383807977,3.5164263842037298,4.865796867439743,3.813576259461687,379
ELEN4215,"DICKSON, TIMOTHY",4.97092372140599,3.883678028893228,4.082802206015244,4.456598240592568,262
ELEN4312,"KINGET, PETER",3.2297789085667095,3.63555753858817,4.578617381570127,3.9954573067721872,202
ELEN4361,"PREINDL, MATTHIAS",3.6624920137996306,4.235487660812256,3.5553017332342893,3.4092560224573023,465
ELEN4411,"LIPSON, MICHAL",3.687577041302071,3.7551936382269533,3.149560872505971,3.5128694864471455,279
ELEN4488,"HENDON, CHRISTINE P",3.1974137720468567,4.892146462847234,4.678586389327946,4.356384312641655,428
ELEN4511,"SCIANO, DAMIAN",3.2428116076294735,4.811314424811981,4.245025442386149,4.774877257616024,303
ELEN4720,"WRIGHT, JOHN",4.611382076581506,3.824529748466392,4.376452703670562,3.0980023491867934,459
ELEN4810,"WRIGHT, JOHN",3.7773936265438586,4.779756801246406,3.6611049425441795,4.619506124005453,308
ELEN4901,"FTHENAKIS, VASILIS",4.450455124529427,4.712856713514975,3.9133244429298424,3.728546897222614,294
ELEN4944,"KYMISSIS, IOANNIS",4.217959269048363,4.665808718347821,4.536973602096531,4.3449152981221895,385
ELEN6302,"TSIVIDIS, YANNIS P",4.435274633213435,3.56383527674865,4.1062778294895015,3.3211789855060934,249
ELEN6320,"PAIDIMARRI, ARUN",4.063072468507527,4.975537367664234,3.350097084287121,3.095779897826925,448
ELEN6324,"SHAHRAMIAN, SHAHRIAR",4.169840492719544,4.165286163762164,3.9752067671961906,3.9494795645471177,367
ELEN6333,"MENG, XIANG",4.637798346305958,4.080674530918715,4.389450098350979,4.603876634088788,370
ELEN6713,"SHARONY, JACOB",3.4610404861561697,4.6062918368284205,4.61237972264847,3.8295450106278803,277
ELEN6761,"GHADERI, JAVAD",4.634350518615141,4.823366556902634,3.869644547579114,3.5398221438437596,349
ELEN6770,"SABNANI, KRISHNAN",4.659289421259931,4.531664651445638,3.132948209521035,4.12308781366685,457
ELEN6776,"WALID, ANWAR I",3.4705546530555216,4.753054365304402,4.38215790965699,3.4748334240114263,431
ELEN6885,"LI, CHONG",3.7277044493009726,3.70020319364232,4.688847616077859,4.950635647593825,498
ELEN6920,"ZHANG, XIN",4.164036554363842,3.7323237212666367,3.1986663726892735,4.603879067390101,423
ELEN9701,"ZUSSMAN, GIL",4.303593822499712,3.730273964198518,4.270573598197103,4.261773563236117,427
COMS4111,"ROSS, KENNETH A",3.6412803985785605,3.7509415538801565,3.365019827430821,4.321773720003829,452
COMS4115,"RAY, BAISHAKHI",4.818706640683569,4.27936089762999,4.8578459130823965,3.2155601058893915,245
COMS4167,"ZHENG, CHANGXI",4.683466926346327,4.703122355850675,3.0051626816670405,4.462381721052482,482
COMS4735,"KENDER, JOHN R",4.379814492837325,4.671021398356671,4.082662207959833,4.35074116283836,302
COMS4995,"JANA, SUMAN",3.0083433551131096,4.471406731801526,3.5941563264940055,4.904019418689076,270
COMS4995,"REITER, AUSTIN D",3.5394471741155455,4.132888676801846,4.569771111132889,4.838723956079825,463
COMS4995,"PAINE, TIMOTHY K",4.909123923427163,3.313553603608352,3.949276811596061,4.719927436290902,282
COMS4995,"ZAMCHICK, GARY",4.266992683644,3.6524711272769057,3.7118104859897256,4.839717196688859,476
COMS4995,"THOMAS, HUGH",3.03037654329414,3.813585788021709,3.7340476368353848,3.774986853116334,491
COMS6113,"WU, EUGENE",3.1883750086554103,3.035938690474075,4.414863540585763,4.26881350880614,244
COMS6998,"GEAMBASU, ROXANA",4.41670151086039,4.501247726479426,4.70245275749223,4.353774443915556,384
COMS6998,"PAPADIMITRIOU, CHRISTOS H",3.009331116708985,3.157597797476191,4.990229920060946,4.210415326628216,483
CSEE4119,"MISRA, VISHAL",3.4357636073982087,3.665515139111683,3.5175114429419976,3.5000844966767017,463
ECBM6070,"LAZAR, AUREL A",3.8578596874432725,4.820505283154516,4.095397315347902,4.005468421225502,313
ELEN6882,Xiaodong Wang,3.789062001314493,3.4386685269538795,4.300961927300424,4.409291296140285,404
ELEN6906,"MITRA, DEBASIS",4.938671327658102,3.2681115422155784,4.641527654524238,3.1360482407094334,353
